Row,YEAR,MONTH,SEASON,LAKE,CRUISE_ID,VISIT_ID,STATION_ID,STN_DEPTH_M,LATITUDE,LONGITUDE,SAMPLING_DATE,TIME_ZONE,SAMPLE_DEPTH_M,DEPTH_CODE,MEDIUM,SAMPLE_TYPE,QC_TYPE,SAMPLE_ID,ANL_CODE_1,ANALYTE_1,VALUE_1,UNITS_1,FRACTION_1,METHOD_1,RESULT_REMARK_1,ANL_CODE_2,ANALYTE_2,VALUE_2,UNITS_2,FRACTION_2,METHOD_2,RESULT_REMARK_2,ANL_CODE_3,ANALYTE_3,VALUE_3,UNITS_3,FRACTION_3,METHOD_3,RESULT_REMARK_3,ANL_CODE_4,ANALYTE_4,VALUE_4,UNITS_4,FRACTION_4,METHOD_4,RESULT_REMARK_4,ANL_CODE_5,ANALYTE_5,VALUE_5,UNITS_5,FRACTION_5,METHOD_5,RESULT_REMARK_5,ANL_CODE_6,ANALYTE_6,VALUE_6,UNITS_6,FRACTION_6,METHOD_6,RESULT_REMARK_6,ANL_CODE_7,ANALYTE_7,VALUE_7,UNITS_7,FRACTION_7,METHOD_7,RESULT_REMARK_7,ANL_CODE_8,ANALYTE_8,VALUE_8,UNITS_8,FRACTION_8,METHOD_8,RESULT_REMARK_8,ANL_CODE_9,ANALYTE_9,VALUE_9,UNITS_9,FRACTION_9,METHOD_9,RESULT_REMARK_9,ANL_CODE_10,ANALYTE_10,VALUE_10,UNITS_10,FRACTION_10,METHOD_10,RESULT_REMARK_10,ANL_CODE_11,ANALYTE_11,VALUE_11,UNITS_11,FRACTION_11,METHOD_11,RESULT_REMARK_11,ANL_CODE_12,ANALYTE_12,VALUE_12,UNITS_12,FRACTION_12,METHOD_12,RESULT_REMARK_12,
"346","2011","April    ","Spring","Erie","ER1111-SV","E030M11","ER30","20.9","42.43","-81.205","2011/04/12 18:54","EDT","1.8","Surface","surface water","INSITU_MEAS","routine field sample","11GC20S01","Cond","Conductivity","273.3","umho/cm","Total/Bulk","LG500","","NO2+NO3","Nitrogen, Total Oxidized","0.007014","mg/l","Filtrate","LG203","Method Detection Limit, less than","P-tot","Phosphorus, Total as P","5.251","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","17.515","ug/l","Total/Bulk","LG204","","Temp","Temperature","2.0","C","Not applicable","NA","","Turb","Turbidity","1.61","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"347","2011","April    ","Spring","Erie","ER1111-SV","E030M11","ER30","20.9","42.43","-81.205","2011/04/12 18:54","EDT","9.5","Middle Depth","surface water","INSITU_MEAS","routine field sample","11GC20S03","Cond","Conductivity","272.4","umho/cm","Total/Bulk","LG500","","NO2+NO3","Nitrogen, Total Oxidized","0.006168","mg/l","Filtrate","LG203","Method Detection Limit, less than","P-tot","Phosphorus, Total as P","6.052","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","17.733","ug/l","Total/Bulk","LG204","","Temp","Temperature","2.0","C","Not applicable","NA","","Turb","Turbidity","2.06","NTU","Total/Bulk","LG500","Field Duplicate, failed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"348","2011","April    ","Spring","Erie","ER1111-SV","E030M11","ER30","20.9","42.43","-81.205","2011/04/12 18:54","EDT","5","Five Meter","surface water","INSITU_MEAS","routine field sample","11GC20S0A","Temp","Temperature","2.0","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"349","2011","April    ","Spring","Erie","ER1111-SV","E030M11","ER30","20.9","42.43","-81.205","2011/04/12 18:54","EDT","19.9","Bottom Minus","surface water","INSITU_MEAS","routine field sample","11GC20S11","Cond","Conductivity","271.9","umho/cm","Total/Bulk","LG500","","NO2+NO3","Nitrogen, Total Oxidized","0.00701","mg/l","Filtrate","LG203","Method Detection Limit, less than","P-tot","Phosphorus, Total as P","6.209","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","16.439","ug/l","Total/Bulk","LG204","","Temp","Temperature","2.0","C","Not applicable","NA","","Turb","Turbidity","2.25","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"350","2011","April    ","Spring","Erie","ER1111-SV","E015M11","ER15M","46.7","42.516","-79.892","2011/04/13 02:33","EDT","2","Surface","surface water","INSITU_MEAS","routine field sample","11GC20S21","Cond","Conductivity","279.1","umho/cm","Total/Bulk","LG500","Field Reagent Blank, failed","NO2+NO3","Nitrogen, Total Oxidized","0.169","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","4.692","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","5.179","ug/l","Total/Bulk","LG204","","Temp","Temperature","1.3","C","Not applicable","NA","","Turb","Turbidity","0.272","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"351","2011","April    ","Spring","Erie","ER1111-SV","E015M11","ER15M","46.7","42.516","-79.892","2011/04/13 02:33","EDT","4.9","Five Meter","surface water","INSITU_MEAS","routine field sample","11GC20S22","Cond","Conductivity","280.5","umho/cm","Total/Bulk","LG500","Field Reagent Blank, failed","NO2+NO3","Nitrogen, Total Oxidized","0.168","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","4.576","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","5.615","ug/l","Total/Bulk","LG204","","Temp","Temperature","1.3","C","Not applicable","NA","","Turb","Turbidity","0.245","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"352","2011","April    ","Spring","Erie","ER1111-SV","E015M11","ER15M","46.7","42.516","-79.892","2011/04/13 02:33","EDT","10","Ten Meter","surface water","INSITU_MEAS","routine field sample","11GC20S23","Cond","Conductivity","280.3","umho/cm","Total/Bulk","LG500","Field Reagent Blank, failed","NO2+NO3","Nitrogen, Total Oxidized","0.167","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","4.55","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","6.857","ug/l","Total/Bulk","LG204","","Temp","Temperature","1.3","C","Not applicable","NA","","Turb","Turbidity","0.241","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"353","2011","April    ","Spring","Erie","ER1111-SV","E015M11","ER15M","46.7","42.516","-79.892","2011/04/13 02:33","EDT","20","Twenty Meter","surface water","INSITU_MEAS","routine field sample","11GC20S24","Cond","Conductivity","280.4","umho/cm","Total/Bulk","LG500","Field Reagent Blank, failed","NO2+NO3","Nitrogen, Total Oxidized","0.169","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","4.98","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","6.068","ug/l","Total/Bulk","LG204","","Temp","Temperature","1.3","C","Not applicable","NA","","Turb","Turbidity","0.286","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"354","2011","April    ","Spring","Erie","ER1111-SV","E015M11","ER15M","46.7","42.516","-79.892","2011/04/13 02:33","EDT","30.1","Thirty Meter","surface water","INSITU_MEAS","routine field sample","11GC20S25","Cond","Conductivity","280.8","umho/cm","Total/Bulk","LG500","Field Reagent Blank, failed","NO2+NO3","Nitrogen, Total Oxidized","0.168","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","4.727","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","6.302","ug/l","Total/Bulk","LG204","","Temp","Temperature","1.3","C","Not applicable","NA","","Turb","Turbidity","0.271","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"355","2011","April    ","Spring","Erie","ER1111-SV","E015M11","ER15M","46.7","42.516","-79.892","2011/04/13 02:33","EDT","40.1","Forty Meter","surface water","INSITU_MEAS","routine field sample","11GC20S26","Cond","Conductivity","280.6","umho/cm","Total/Bulk","LG500","Field Reagent Blank, failed","NO2+NO3","Nitrogen, Total Oxidized","0.17","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","4.335","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","5.78","ug/l","Total/Bulk","LG204","","Temp","Temperature","1.3","C","Not applicable","NA","","Turb","Turbidity","0.253","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"356","2011","April    ","Spring","Erie","ER1111-SV","E015M11","ER15M","46.7","42.516","-79.892","2011/04/13 02:33","EDT","52.2","Bottom Minus 10","surface water","INSITU_MEAS","routine field sample","11GC20S30","Cond","Conductivity","280.7","umho/cm","Total/Bulk","LG500","Field Reagent Blank, failed","NO2+NO3","Nitrogen, Total Oxidized","0.177","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","4.797","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","6.317","ug/l","Total/Bulk","LG204","","Temp","Temperature","1.3","C","Not applicable","NA","","Turb","Turbidity","0.221","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"357","2011","April    ","Spring","Erie","ER1111-SV","E015M11","ER15M","46.7","42.516","-79.892","2011/04/13 02:33","EDT","61.1","Bottom Minus","surface water","INSITU_MEAS","routine field sample","11GC20S31","Cond","Conductivity","281.2","umho/cm","Total/Bulk","LG500","Field Reagent Blank, failed","NO2+NO3","Nitrogen, Total Oxidized","0.184","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","4.848","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","5.674","ug/l","Total/Bulk","LG204","","Temp","Temperature","1.4","C","Not applicable","NA","","Turb","Turbidity","0.198","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"358","2011","April    ","Spring","Erie","ER1111-SV","E063M11","ER63","46.7","42.417","-79.801","2011/04/13 01:08","EDT","2","Surface","surface water","INSITU_MEAS","routine field sample","11GC20S41","Cond","Conductivity","280.5","umho/cm","Total/Bulk","LG500","Field Reagent Blank, failed","NO2+NO3","Nitrogen, Total Oxidized","0.162","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","5.33","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","5.631","ug/l","Total/Bulk","LG204","","Temp","Temperature","1.1","C","Not applicable","NA","","Turb","Turbidity","0.28","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"359","2011","April    ","Spring","Erie","ER1111-SV","E063M11","ER63","46.7","42.417","-79.801","2011/04/13 01:08","EDT","22.1","Middle Depth","surface water","INSITU_MEAS","routine field sample","11GC20S43","Cond","Conductivity","281.9","umho/cm","Total/Bulk","LG500","Field Reagent Blank, failed","NO2+NO3","Nitrogen, Total Oxidized","0.162","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","4.842","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","5.665","ug/l","Total/Bulk","LG204","","Temp","Temperature","1.1","C","Not applicable","NA","","Turb","Turbidity","0.248","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"360","2011","April    ","Spring","Erie","ER1111-SV","E063M11","ER63","46.7","42.417","-79.801","2011/04/13 01:08","EDT","5","Five Meter","surface water","INSITU_MEAS","routine field sample","11GC20S4A","Temp","Temperature","1.1","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"361","2011","April    ","Spring","Erie","ER1111-SV","E063M11","ER63","46.7","42.417","-79.801","2011/04/13 01:08","EDT","10","Ten Meter","surface water","INSITU_MEAS","routine field sample","11GC20S4B","Temp","Temperature","1.1","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"362","2011","April    ","Spring","Erie","ER1111-SV","E063M11","ER63","46.7","42.417","-79.801","2011/04/13 01:08","EDT","20","Twenty Meter","surface water","INSITU_MEAS","routine field sample","11GC20S4C","Temp","Temperature","1.1","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"363","2011","April    ","Spring","Erie","ER1111-SV","E063M11","ER63","46.7","42.417","-79.801","2011/04/13 01:08","EDT","35.2","Bottom Minus 10","surface water","INSITU_MEAS","routine field sample","11GC20S50","Cond","Conductivity","281.6","umho/cm","Total/Bulk","LG500","Field Reagent Blank, failed","NO2+NO3","Nitrogen, Total Oxidized","0.162","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","5.073","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","6.035","ug/l","Total/Bulk","LG204","","Temp","Temperature","1.1","C","Not applicable","NA","","Turb","Turbidity","0.237","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"364","2011","April    ","Spring","Erie","ER1111-SV","E063M11","ER63","46.7","42.417","-79.801","2011/04/13 01:08","EDT","44.3","Bottom Minus","surface water","INSITU_MEAS","routine field sample","11GC20S51","Cond","Conductivity","281.6","umho/cm","Total/Bulk","LG500","Field Reagent Blank, failed","NO2+NO3","Nitrogen, Total Oxidized","0.162","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","5.341","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","6.21","ug/l","Total/Bulk","LG204","","Temp","Temperature","1.1","C","Not applicable","NA","","Turb","Turbidity","0.17","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"365","2011","April    ","Spring","Erie","ER1111-SV","E0FOM11","ERFO","32.1","42.417","-79.584","2011/04/13 04:49","EDT","2","Surface","surface water","INSITU_MEAS","routine field sample","11GC20S61","Cond","Conductivity","275.6","umho/cm","Total/Bulk","LG500","Field Reagent Blank, failed","NO2+NO3","Nitrogen, Total Oxidized","0.1","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","1.881","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","7.301","ug/l","Total/Bulk","LG204","","Temp","Temperature","1.5","C","Not applicable","NA","","Turb","Turbidity","0.984","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"366","2011","April    ","Spring","Erie","ER1111-SV","E0FOM11","ERFO","32.1","42.417","-79.584","2011/04/13 04:49","EDT","15.4","Middle Depth","surface water","INSITU_MEAS","routine field sample","11GC20S63","Cond","Conductivity","276.4","umho/cm","Total/Bulk","LG500","Field Reagent Blank, failed","NO2+NO3","Nitrogen, Total Oxidized","0.1","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","2.042","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","6.788","ug/l","Total/Bulk","LG204","","Temp","Temperature","1.5","C","Not applicable","NA","","Turb","Turbidity","1.18","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"367","2011","April    ","Spring","Erie","ER1111-SV","E0FOM11","ERFO","32.1","42.417","-79.584","2011/04/13 04:49","EDT","5.1","Five Meter","surface water","INSITU_MEAS","routine field sample","11GC20S6A","Temp","Temperature","1.5","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"368","2011","April    ","Spring","Erie","ER1111-SV","E0FOM11","ERFO","32.1","42.417","-79.584","2011/04/13 04:49","EDT","10","Ten Meter","surface water","INSITU_MEAS","routine field sample","11GC20S6B","Temp","Temperature","1.5","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"369","2011","April    ","Spring","Erie","ER1111-SV","E0FOM11","ERFO","32.1","42.417","-79.584","2011/04/13 04:49","EDT","20","Twenty Meter","surface water","INSITU_MEAS","routine field sample","11GC20S6C","Temp","Temperature","1.5","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"370","2011","April    ","Spring","Erie","ER1111-SV","E0FOM11","ERFO","32.1","42.417","-79.584","2011/04/13 04:49","EDT","21.2","Bottom Minus 10","surface water","INSITU_MEAS","routine field sample","11GC20S70","Cond","Conductivity","276.5","umho/cm","Total/Bulk","LG500","Field Reagent Blank, failed","NO2+NO3","Nitrogen, Total Oxidized","0.099","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","2.455","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","6.98","ug/l","Total/Bulk","LG204","","Temp","Temperature","1.6","C","Not applicable","NA","","Turb","Turbidity","1.14","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"371","2011","April    ","Spring","Erie","ER1111-SV","E0FOM11","ERFO","32.1","42.417","-79.584","2011/04/13 04:49","EDT","30.3","Bottom Minus","surface water","INSITU_MEAS","routine field sample","11GC20S71","Cond","Conductivity","276.5","umho/cm","Total/Bulk","LG500","Field Reagent Blank, failed","NO2+NO3","Nitrogen, Total Oxidized","0.098","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","2.957","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","8.047","ug/l","Total/Bulk","LG204","","Temp","Temperature","1.6","C","Not applicable","NA","","Turb","Turbidity","1.25","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
